Number,Sale.Date,Full Address,Bathrooms,Age,Total$,Land Area m2,Flrm2,Land$,Capital$,Brms,Pirimai,Onekawa,Marewa,Hospital Hill,Bluff Hill,flooding_status,flooding_zone
828,19/06/2015,18 Convent Rd,3,0,"$228,750",591,0,"$250,000","$250,000",4,0,0,0,0,0,0,0
834,19/06/2015,8 Ridgeway Tc,,0,"$200,000",10475,0,"$1,635,000","$1,640,000",4,0,0,0,0,0,0,0
821,18/06/2015,1 Tamatea Dr,1,0,"$155,652",769,0,"$1,750,000","$1,750,000",3,0,0,0,0,0,0,0
815,18/06/2015,6 Wanaka Pl,1,0,"$170,000",519,0,"$165,000","$165,000",3,0,0,0,0,0,0,0
819,18/06/2015,16 Wanaka Pl,1,0,"$180,000",706,0,"$175,000","$175,000",3,0,0,0,0,0,0,0
818,18/06/2015,10 Wanaka Pl,1,0,"$180,000",663,0,"$175,000","$175,000",4,0,0,0,0,0,0,0
804,16/06/2015,21 A Devon St,2,0,"$150,000",432,0,"$142,000","$142,000",3,0,0,0,0,0,0,0
781,11/06/2015,39 Heipipi Dr,2,0,"$370,000",5484,0,"$390,000","$390,000",4,0,0,0,0,0,0,0
750,05/06/2015,106 Kent Tc,,0,"$210,000",7277,0,"$330,000","$330,000",0,0,0,0,0,0,0,0
751,05/06/2015,106 Kent Tc,,0,"$210,000",7277,0,"$330,000","$330,000",0,0,0,0,0,0,0,0
694,26/05/2015,28 Pukaki Pl,2,0,"$178,000",640,0,"$170,000","$170,000",3,0,0,0,0,0,0,0
693,26/05/2015,41 Kapiti Dr,2,0,"$174,000",544,0,"$170,000","$170,000",4,0,0,0,0,0,0,0
653,19/05/2015,4 Mer Pl,3,0,"$335,000",1453,0,"$350,000","$350,000",4,0,0,0,0,0,0,0
631,15/05/2015,47 Kent Tc,,0,"$70,000",3685,0,"$400,000","$400,000",0,0,0,0,0,0,0,0
634,15/05/2015,4 Ridgeway Tc,,0,"$70,000",5384,0,"$390,000","$395,000",0,0,0,0,0,0,0,0
629,15/05/2015,55 Kent Tc,,0,"$70,000",1028,0,"$305,000","$305,000",4,0,0,0,0,0,0,0
630,15/05/2015,53 Kent Tc,,0,"$70,000",1341,0,"$315,000","$315,000",4,0,0,0,0,0,0,0
632,15/05/2015,6 Ridgeway Tc,,0,"$70,000",4897,0,"$475,000","$480,000",4,0,0,0,0,0,0,0
633,15/05/2015,8 Ridgeway Tc,,0,"$70,000",5212,0,"$300,000","$305,000",4,0,0,0,0,0,0,0
547,30/04/2015,10 Ohau Pl,2,0,"$170,000",629,0,"$170,000","$170,000",3,0,0,0,0,0,0,0
545,30/04/2015,7 Nichol Pl,2,2010,"$449,000",418,0,"$160,000","$390,000",3,0,0,0,0,0,0,0
467,14/04/2015,66 A Tom Parker Av,1,0,"$135,000",484,0,"$150,000","$150,000",3,0,0,1,0,0,0,1
453,10/04/2015,7 Z Tamatea Dr,,0,"$190,000",886,0,"$250,000","$250,000",0,0,0,0,0,0,0,0
454,10/04/2015,7 Tamatea Dr,2,0,"$190,000",886,0,"$200,000","$200,000",4,0,0,0,0,0,0,0
416,01/04/2015,12 Outlook Tc,,0,"$230,000",3537,0,"$265,000","$265,000",0,0,0,0,0,0,0,0
407,31/03/2015,Onyx Pl,,0,"$133,913",1032,0,"$335,000","$335,000",0,0,0,0,0,0,0,0
364,24/03/2015,16 Burke St,1,0,"$160,000",10440,0,"$190,000","$190,000",2,0,0,0,0,0,0,0
342,19/03/2015,559 Marine Pd,,0,"$200,000",205,0,"$200,000","$200,000",3,0,0,0,0,0,0,0
344,19/03/2015,Onyx Pl,,0,"$133,913",456,0,"$335,000","$335,000",0,0,0,0,0,0,0,0
336,18/03/2015,Onyx Pl,,0,"$150,000",456,0,"$335,000","$335,000",0,0,0,0,0,0,0,0
327,17/03/2015,1 Drake Cr,2,0,"$129,565",409,0,"$140,000","$140,000",3,0,0,0,0,0,0,0
325,16/03/2015,648 Main North Rd,,0,"$170,000",4530,0,"$200,000","$200,000",4,0,0,0,0,0,0,0
310,13/03/2015,44 Kapiti Dr,2,0,"$176,000",589,0,"$170,000","$170,000",3,0,0,0,0,0,0,0
285,09/03/2015,13 A Cassino Cr,2,0,"$156,000",587,0,"$150,000","$150,000",3,1,0,0,0,0,0,1
283,09/03/2015,Onyx Pl,,0,"$154,000",471,0,"$335,000","$335,000",0,0,0,0,0,0,0,0
206,21/02/2015,44 A Le Quesne Rd,2,0,"$195,000",1156,0,"$185,000","$185,000",4,0,0,0,0,0,0,0
201,20/02/2015,17 Rotoiti Way,2,0,"$160,000",700,0,"$178,000","$178,000",3,0,0,0,0,0,0,0
196,20/02/2015,125 Wharerangi Rd,2,0,"$170,000",433,0,"$170,000","$170,000",3,0,0,0,0,0,0,0
192,19/02/2015,7 Nichol Pl,2,0,"$143,478",418,0,"$160,000","$160,000",3,0,0,0,0,0,0,0
159,11/02/2015,9 Delhi Rd,3,0,"$250,000",1225,0,"$235,000","$235,000",3,0,0,0,1,0,0,1
125,04/02/2015,7 Pukaki Pl,2,0,"$177,000",639,0,"$170,000","$170,000",3,0,0,0,0,0,0,0
126,04/02/2015,14 Rotoiti Way,2,0,"$175,500",674,0,"$175,000","$175,000",3,0,0,0,0,0,0,0
95,29/01/2015,14 Golding Rd,2,0,"$200,000",592,0,"$170,000","$170,000",3,0,0,0,0,0,0,0
60,21/01/2015,250 Puketapu Rd,5,0,"$185,000",3712,0,"$275,000","$275,000",Beds,0,0,0,0,0,0,0
56,20/01/2015,43 Georges Dr,1,0,"$250,000",883,0,"$255,000","$255,000",3,0,0,0,0,0,0,0
